"TABLE1","COLUMN1","TABLE2","COLUMN2"
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_C_ATTACHMENT_REQ,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_DEFAULT_SEARCH_FILTER,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_DEFAULT_ADMIS_DURATION_DT,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_DEFAULT_ADMIS_DURATION,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_DATA_GROUP_REGION,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_DOWNLOAD_ATTACHMENT,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_DISTRICT_TEMP,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_DISTRICT,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_DIGITAL_CERTIFICATE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_D_DATA_GROUP_REGION,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_D_DATA_GROUP_PROVINCE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_D_DATA_GROUP,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_D_CORP_MEMBER_PERMISSION,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_D_CORP_GROUP_PERMISSION,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_EDUCATION,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_D_USER_PERMISSION_MENU,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_D_ROLE_PERMISSION_MENU,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_D_MENU,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_EXAMINER_SETTING,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_ERROR_MESSAGE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_EMPLOYEE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_EMAIL_SMS_CONFIG,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_EXAM_CENTER_EXAMINER,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_EXAM_CENTER_COMP_CODE,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_EXAM_RESULT,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_EMPLOYEE,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_KTB_FOOTER,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_KTB_DETAIL,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_EXAM_ROUND_LIST,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_EXAM_ROUND,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_P_EXAM_ROUND_TRANFER,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_REQUIRE_FIELD_SETTING,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_REPORT_PROBLEM_ATTACHMENT,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_REPORT_PROBLEM,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_REGIST_TYPE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_ROLE_PERMISSION_MENU,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_ROLE_FLOW_SETTING,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_RESULT_TEMPLATE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_REQUIRE_FIELD_SETTING_DT,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_SUBJECT_GROUP,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_STANDARD_TERMS,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_SET_NUMBER_OF_DAYS,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_ROLE_TYPE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_SUGGESTION,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_SUB_MENU,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_SUB_DISTRICT_TEMP,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_SUB_DISTRICT,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_SUBJECT_ITEM,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_TEST_CENTER,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_TEMPLATE_IMPORT_DATA,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_TABLE_LIST,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_SUGGESTION_DT,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_VALIDATE_EXAM_DATE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_USER_PERMISSION_MENU,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_USER,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_TIMEOUT_SETTING,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_DISTRICT,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_CORP_MEMBER,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_BILL_PAYMENT,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_YEARLY_HOLIDAY_DT,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_YEARLY_HOLIDAY,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_EXAM_RESULT_ITEM,ID
LOG_T_EXAM_ROUND_STATUS,ID,STG_T_EXAM_RESULT_GROUP,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_INSURANCE_TYPE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_G_MINIMUM_CANDIDATE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_MENU,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_LINK_OTHER_SYSTEM_SETTING,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_LICENSE_TYPE_MAP_AG,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_LICENSE_TYPE_CORP,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_NEWS,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_MINIMUM_CANDIDATE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_MENU_2_PERMISSION,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_MENU_2,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_PERSONAL_MEMBER,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_PAYMENT_DUEDATE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_OUTSOURCE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_OIC_REGION,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_OIC_PROVINCE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_PROBLEM_TYPE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_PREFIX,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_POSTCODE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_PKI_SETTING,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_P_EXAM_EXAMINER,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_PUBLIC_INFO,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_PROVINCE_TEMP,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_PROVINCE,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_P_EXAM_ROUND_DT,ID
LOG_T_EXAM_ROUND_STATUS,ID,MT_T_P_EXAM_ROUND,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_EXAM_RESULT_GROUP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_EXAM_RESULT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_EMPLOYEE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_KTB_FOOTER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_KTB_DETAIL,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_EXAM_ROUND_LIST,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_EXAM_ROUND,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_INVALID_LOGIN_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_INSURANCE_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_G_MINIMUM_CANDIDATE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_MENU,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_LINK_OTHER_SYSTEM_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_LICENSE_TYPE_MAP_AG,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_LICENSE_TYPE_CORP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_NEWS,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_MINIMUM_CANDIDATE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_MENU_2_PERMISSION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_MENU_2,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_PERSONAL_MEMBER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_PAYMENT_DUEDATE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_OUTSOURCE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_OIC_REGION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_OIC_PROVINCE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_PROBLEM_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_PREFIX,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_POSTCODE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_PKI_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_P_EXAM_EXAMINER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_PUBLIC_INFO,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_PROVINCE_TEMP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_PROVINCE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_P_EXAM_ROUND_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_P_EXAM_ROUND,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_P_EXAM_REGULATION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_P_EXAM_EXAMINER_ROOM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_REGION_GROUP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_REGION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_P_MINIMUM_CANDIDATE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_P_EXAM_SUGGESTION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_P_EXAM_ROUND_TRANFER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_REQUIRE_FIELD_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_REPORT_PROBLEM_ATTACHMENT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_REPORT_PROBLEM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_REGIST_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_ROLE_PERMISSION_MENU,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_ROLE_FLOW_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_RESULT_TEMPLATE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_REQUIRE_FIELD_SETTING_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_SUBJECT_ITEM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_SUBJECT_GROUP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_STANDARD_TERMS,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_SET_NUMBER_OF_DAYS,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_ROLE_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_SUGGESTION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_SUB_MENU,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_SUB_DISTRICT_TEMP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_SUB_DISTRICT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_TEST_CENTER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_TEMPLATE_IMPORT_DATA,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_TABLE_LIST,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_SUGGESTION_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_VALIDATE_EXAM_DATE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_USER_PERMISSION_MENU,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_USER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_TIMEOUT_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_DISTRICT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_CORP_MEMBER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_BILL_PAYMENT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_YEARLY_HOLIDAY_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_YEARLY_HOLIDAY,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_EXAM_RESULT_ITEM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_C_EXAM_REGULATION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_C_ATTACHMENT_REQ_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_C_ATTACHMENT_REQ,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_DEFAULT_SEARCH_FILTER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_DEFAULT_ADMIS_DURATION_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_DEFAULT_ADMIS_DURATION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_DATA_GROUP_REGION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_DOWNLOAD_ATTACHMENT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_DISTRICT_TEMP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_DISTRICT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_DIGITAL_CERTIFICATE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_D_DATA_GROUP_REGION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_D_DATA_GROUP_PROVINCE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_D_DATA_GROUP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_D_CORP_MEMBER_PERMISSION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_D_CORP_GROUP_PERMISSION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EDUCATION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_D_USER_PERMISSION_MENU,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_D_ROLE_PERMISSION_MENU,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_D_MENU,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAMINER_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_ERROR_MESSAGE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EMPLOYEE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EMAIL_SMS_CONFIG,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_CENTER_EXAMINER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_CENTER_COMP_CODE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_CENTER_ADMINISTRATOR,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_CENTER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_LOCATION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_FRAUD_LIST,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_FEE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_CENTER_ORGANIZER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_CENTER_LICENSE_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_LOCATION_MP_GROUP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_LOCATION_GROUP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_LOCATION_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_LOCATION_ATCH,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_RESULT_APPROVE_COND,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_LOCATION_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_LOCATION_ORG,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_LOCATION_MP_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_SCORE_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_ROOM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_RESULT_VALID_CONFIG,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_RESULT_CONDITION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_RESULT_CENTER_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_SETTING_MP_SUBJ_GRP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_SEAT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_SCORE_SETTING_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_TIME_MAPPING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_TIME,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_SOCRE_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_EXAM_SETTING_MP_SUBJ_ITEM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_FILE_ATTACHMENT_SETTINGDT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_FILE_ATTACHMENT_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_FAQ_ATTACHMENT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_FAQ,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_G_ATTACHMENT_REQ,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_GROUP_MEMBER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_FORMULA_CONFIG,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_FLOW_TEMPLATE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_FLOWSTATUS,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_LICENSE_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_BILL_PAYMENT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_MAXSEAT_QUEUE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_QUEUE_ATTENDEE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_REQ,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_EXAMINER_ROOM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_EXAMINER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_DIGITAL_CERTIFICATE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_REQ_ATTACHMENT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_REQ_ATCH_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_REQ_ATCH,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_REQ_APPROVER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_REQ,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_EXAMINER_ROOM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_EXAMINER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_EXAM_RESULT_ITEM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_SUBMIT_Y_REPORT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_SUBMIT_FIN_REPORT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_G_EXAM_LOCATION_ATCH_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_REQ_ATCH_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_REQ_ATCH,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_KTB_HEADER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_EXAM_RESULT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_EXAM_RESULT_GROUP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_SUBMIT_REPORT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_SUBMIT_REPORT_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_RECEIPT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_PROVINCE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_LICENSE_TYPE_CORP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_REQ_ATTENDEE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,LOG_OTP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_USERS_QUEUE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_RECEIPT_QUEUE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_RECEIPT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_REQ_ROOM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_REQ_LICENSE_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_REQ_FLOW,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_REQ_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_T_G_EXAM_REQ_ATTENDEE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_T_C_SUBMIT_REPORT_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_T_C_SUBMIT_REPORT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_G_EXAM_REQ_ROUND,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_REQ_ROOM,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_REQ_LICENSE_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TOAD_PLAN_TABLE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_USER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_T_YEARLY_HOLIDAY_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_API_FINANCE_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_REQ_ROUND,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_EXAM_REQ_VERSION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,IIQE_T_C_RECEIPT_QUEUE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_BILL_PAYMENT_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_BATCH_PATH,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_BANNER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_API_REVENUE_REC_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_CORP_MEMBER_EMAIL,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_CORP_MEMBER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_CORP_GROUP_PERMISSION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_CORP_GROUP,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_BLACKLIST_SETTING,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_CROP_PERMISSION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_CORP_OFFICER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_CORP_MEMBER_PERMISSION,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_CORP_MEMBER_LICENSE_TYPE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_DATA_GROUP_PROVINCE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_TESTING_CODE_TO_AG,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_PERSONAL_MEMBER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_MT_PERSONAL_MEMVER,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_EXAM_RESULT_DT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_EXAM_RESULT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,STG_T_SUB_DISTRICT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,TEMP_T_C_EXAM_REQ_ATTENDEE,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_C_MINIMUM_AGENT,ID
LOG_T_INSERT_MAIN_EXAMINER,ID,MT_T_C_EXAM_ROUND,ID
