"TABLE_NAME","COLUMN_NAME","DATA_TYPE","NULLABLE","DESCRIPTION","PRIMARY_KEY","FK_CANDIDATE"
IIQE_T_G_EXAM_REQ_ROUND,G_EXAM_REQ_ID,NUMBER,Y,,,Possible FK
IIQE_T_G_EXAM_REQ_ROUND,AMOUNT,NUMBER,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,STATUS,NUMBER,Y,"0 = Cancel, 1 = Active",,
IIQE_T_G_EXAM_REQ_ROUND,ATTENDEE_STATUS,NUMBER,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,VERSION_ID,NUMBER,Y,,,Possible FK
IIQE_T_G_EXAM_REQ_ROUND,PROVINCE_ID,NUMBER,Y,,,Possible FK
IIQE_T_G_EXAM_REQ_ROUND,RUNNING_YEAR,NUMBER,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,RUNNING_NUMBER,NUMBER,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,RUNNING_LICENSETYPE,NUMBER,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,CREATE_BY,VARCHAR2,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,CREATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_G_EXAM_REQ_ROUND,UPDATE_BY,VARCHAR2,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,UPDATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_G_EXAM_REQ_ROUND,ROUND_STATUS,NUMBER,Y,"1= จัดที่นั่งสอบแล้ว, 2 = จัดผู้คุมสอบแล้ว, 3= ส่งไประบบ EXAM แล้ว, 4= รับผลสอบจากระบบ EXAM แล้ว ยังไม่ได้ประมวลผลสอบ, 5= User Import ผลสอบ, 6  = ผลสอบผ่านการอนุมัติ, 7 = ผลสอบไม่ผ่านการอนุมัติ, 8 = ประมวลผลสอบแล้วรอ Admin, 9 = ส่งข้อมูลเข้าระบบ AG แล้ว",,
IIQE_T_G_EXAM_REQ_ROUND,VERIFY_STATUS,NUMBER,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,AG_TESTING_NO,NUMBER,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,APPROVE_BY,VARCHAR2,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,APPROVE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_G_EXAM_REQ_ROUND,EXAM_RESULT_COMMENT,VARCHAR2,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,MOVE_REASON,VARCHAR2,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,MOVE_STATUS,NUMBER,Y,,,
IIQE_T_G_EXAM_REQ_ROUND,IS_AG,NUMBER,Y,"0= IIQE, 1= AG",,
IIQE_T_G_EXAM_REQ_ROUND,EXAMINER_STATUS,NUMBER,Y,,,
IIQE_T_G_EXAM_REQ_VERSION,ID,NUMBER,N,,PK,Possible FK
IIQE_T_G_EXAM_REQ_VERSION,G_EXAM_REQ_ID,NUMBER,Y,,,Possible FK
IIQE_T_G_EXAM_REQ_VERSION,VERSION_NUMBER,NUMBER,Y,,,
IIQE_T_G_EXAM_REQ_VERSION,VERSION_BY,VARCHAR2,Y,,,
IIQE_T_G_EXAM_REQ_VERSION,VERSION_DATE,TIMESTAMP(6),Y,,,
IIQE_T_G_EXAM_REQ_VERSION,STATUS,NUMBER,Y,,,
IIQE_T_G_RECEIPT_QUEUE,ID,NUMBER,N,,PK,Possible FK
IIQE_T_G_RECEIPT_QUEUE,STATUS,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,ID,NUMBER,N,,,Possible FK
IIQE_T_PAYMENT_DETAIL,RECORD_TYPE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,SEQUENCE_NO,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,BANK_CODE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,COMPANY_ACCOUNT,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,PAYMENT_DATE,DATE,Y,,,
IIQE_T_PAYMENT_DETAIL,PAYMENT_TIME,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,CUSTOMER_NAME,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,REF_1,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,REF_2,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,REF_3,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,BRANCH_NO,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,TELLER_NO,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,KIND_OF_TRANSACTION,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,TRANSACTION_CODE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,CHEQUE_NO,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,AMOUNT,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,CHEQUE_BANK_CODE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,CHEQUE_BRANCH_CODE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,RECEIPT_NO,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,SPACE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,CREATE_BY,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,CREATE_DATE,DATE,Y,,,
IIQE_T_PAYMENT_DETAIL,UPDATE_BY,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,UPDATE_DATE,DATE,Y,,,
IIQE_T_PAYMENT_DETAIL,IIQE_HEADER_ID,NUMBER,Y,,,Possible FK
IIQE_T_PAYMENT_DETAIL,EXAM_LOCATION_ID,NUMBER,Y,,,Possible FK
IIQE_T_PAYMENT_DETAIL,LICENSE_TYPE_ID,NUMBER,Y,,,Possible FK
IIQE_T_PAYMENT_DETAIL,IMPORT_BY,VARCHAR2,Y,,,
IIQE_T_PAYMENT_DETAIL,IMPORT_DATE,TIMESTAMP(6),Y,,,
IIQE_T_PAYMENT_DETAIL,P_EXAM_REQ_ID,NUMBER,Y,,,Possible FK
IIQE_T_PAYMENT_FOOTER,ID,NUMBER,N,,,Possible FK
IIQE_T_PAYMENT_FOOTER,RECORD_TYPE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,SEQUENCE_NO,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,BANK_CODE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,COMPANY_ACCOUNT,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,TOTAL_DEBIT_AMOUNT,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,TOTAL_DEBIT_TRANSACTION,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,TOTAL_CREDIT_AMOUNT,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,TOTAL_CREDIT_TRANSACTION,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,CREATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_PAYMENT_FOOTER,CREATE_BY,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,UPDATE_BY,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,UPDATE_DATE,DATE,Y,,,
IIQE_T_PAYMENT_FOOTER,SPACE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,IIQE_HEADER_ID,NUMBER,Y,,,Possible FK
IIQE_T_PAYMENT_FOOTER,IMPORT_BY,VARCHAR2,Y,,,
IIQE_T_PAYMENT_FOOTER,IMPORT_DATE,TIMESTAMP(6),Y,,,
IIQE_T_PAYMENT_HEADER,ID,NUMBER,N,,PK,Possible FK
IIQE_T_PAYMENT_HEADER,RECORD_TYPE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,SEQUENCE_NO,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,BANK_CODE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,COMPANY_ACCOUNT,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,COMPANY_NAME,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,EFFECTIVE_DATE,DATE,Y,,,
IIQE_T_PAYMENT_HEADER,SERVICE_CODE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,SPACE,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,CREATE_BY,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,CREATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_PAYMENT_HEADER,UPDATE_BY,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,UPDATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_PAYMENT_HEADER,FILE_NAME,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,EXAM_LOCATION_ID,NUMBER,Y,,,Possible FK
IIQE_T_PAYMENT_HEADER,LICENSE_TYPE_ID,NUMBER,Y,,,Possible FK
IIQE_T_PAYMENT_HEADER,IMPORT_BY,VARCHAR2,Y,,,
IIQE_T_PAYMENT_HEADER,IMPORT_DATE,TIMESTAMP(6),Y,,,
IIQE_T_P_EXAM_EXAMINER,ID,NUMBER,N,,,Possible FK
IIQE_T_P_EXAM_EXAMINER,P_EXAM_ROUND_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_EXAMINER,EXAMINER_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_EXAMINER,CREATE_BY,VARCHAR2,Y,,,
IIQE_T_P_EXAM_EXAMINER,CREATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_P_EXAM_EXAMINER,UPDATE_BY,VARCHAR2,Y,,,
IIQE_T_P_EXAM_EXAMINER,UPDATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_P_EXAM_EXAMINER_ROOM,ID,NUMBER,N,,,Possible FK
IIQE_T_P_EXAM_EXAMINER_ROOM,P_EXAM_EXAMINER_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_EXAMINER_ROOM,LOCATION_DT_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_REQ,ID,NUMBER,N,,PK,Possible FK
IIQE_T_P_EXAM_REQ,CODE,VARCHAR2,Y,,,
IIQE_T_P_EXAM_REQ,PERSONAL_MEMBER_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_REQ,REQ_DATE,DATE,Y,,,
IIQE_T_P_EXAM_REQ,P_EXAM_ROUND_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_REQ,EXAM_ROOM_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_REQ,EXAM_SEAT_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_REQ,EXAM_FEE,NUMBER,Y,,,
IIQE_T_P_EXAM_REQ,OIC_BLACKLIST_STATUS,NUMBER,Y,,,
IIQE_T_P_EXAM_REQ,IIQE_BLACKLIST_STATUS,NUMBER,Y,,,
IIQE_T_P_EXAM_REQ,CREATE_BY,VARCHAR2,Y,,,
IIQE_T_P_EXAM_REQ,CREATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_P_EXAM_REQ,UPDATE_BY,VARCHAR2,Y,,,
IIQE_T_P_EXAM_REQ,UPDATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_P_EXAM_REQ,LICENSE_TYPE_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_REQ,FLOW_STATUS_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_REQ,RUNNING_YEAR,VARCHAR2,Y,,,
IIQE_T_P_EXAM_REQ,RUNNING_MONTH,VARCHAR2,Y,,,
IIQE_T_P_EXAM_REQ,RUNNING_NUMBER,NUMBER,Y,,,
IIQE_T_P_EXAM_REQ,STATUS,NUMBER,Y,,,
IIQE_T_P_EXAM_REQ,RECEIPT_DATE,DATE,Y,,,
IIQE_T_P_EXAM_REQ,EXAM_RESULT,VARCHAR2,Y,"P = ผ่าน,  F= ไม่ผ่าน,  M =ขาดสอบ",,
IIQE_T_P_EXAM_REQ,REASON_CANCEL,VARCHAR2,Y,,,
IIQE_T_P_EXAM_REQ,ISAPROVE_EXAM_RESULT,NUMBER,Y,,,
IIQE_T_P_EXAM_REQ,MOVE_STATUS,NUMBER,Y,,,
IIQE_T_P_EXAM_REQ,MOVE_REASON,VARCHAR2,Y,,,
IIQE_T_P_EXAM_REQ,MOVE_FROM,NUMBER,Y,,,
IIQE_T_P_EXAM_REQ,MOVE_TO,NUMBER,Y,,,
IIQE_T_P_EXAM_REQ,G_EXAM_ROUND_ID,NUMBER,Y,ผลการสอบของตัวแทน,,Possible FK
IIQE_T_P_EXAM_REQ,B_EXAM_ROUND_ID,NUMBER,Y,ผลการสอบของนายหน้า,,Possible FK
IIQE_T_P_EXAM_REQ,IS_LICENSE_TYPE,NUMBER,Y,"1 = LicenseType, 2 = RegistType",,
IIQE_T_P_EXAM_REQ_FLOW,ID,NUMBER,N,,PK,Possible FK
IIQE_T_P_EXAM_REQ_FLOW,P_EXAM_REQ_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_REQ_FLOW,FLOW_STATUS_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_REQ_FLOW,CREATE_BY,VARCHAR2,Y,,,
IIQE_T_P_EXAM_REQ_FLOW,CREATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_P_EXAM_REQ_FLOW,UPDATE_BY,VARCHAR2,Y,,,
IIQE_T_P_EXAM_REQ_FLOW,UPDATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_P_EXAM_ROUND_LIST,ID,NUMBER,N,,PK,Possible FK
IIQE_T_P_EXAM_ROUND_LIST,P_EXAM_REQ_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_ROUND_LIST,PERSONAL_MEMBER_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_ROUND_LIST,P_EXAM_ROUND_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_ROUND_LIST,EXAM_LOCATION_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_ROUND_LIST,EXAM_LOCATION_DT_ID,NUMBER,Y,,,Possible FK
IIQE_T_P_EXAM_ROUND_LIST,EXAM_SEAT_NUMBER,NUMBER,Y,,,
IIQE_T_P_EXAM_ROUND_LIST,STATUS,NUMBER,Y,"1 = จัดที่นั่งสอบแล้ว, 2=รอชำระเงิน, 3=ออกใบเสร็จรับเงินแล้ว, Null = ส่งคำขอสมัครสอบแล้ว (ระบบยังไม่ลดที่นั่ง),
4 = คำขอถูกยกเลิก,
5 = ไม่ชำระเงินภายในกำหนด
",,
IIQE_T_P_EXAM_ROUND_LIST,CREATE_BY,VARCHAR2,Y,,,
IIQE_T_P_EXAM_ROUND_LIST,CREATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_P_EXAM_ROUND_LIST,UPDATE_BY,VARCHAR2,Y,,,
IIQE_T_P_EXAM_ROUND_LIST,UPDATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_P_EXAM_ROUND_LIST,RUNNING_SEAT_SQ,NUMBER,Y,,,
IIQE_T_P_EXAM_ROUND_LIST,MOVE_STATUS,NUMBER,Y,,,
IIQE_T_P_EXAM_ROUND_LIST,MOVE_REASON,VARCHAR2,Y,,,
IIQE_T_P_EXAM_ROUND_LIST,MOVE_FROM,NUMBER,Y,,,
IIQE_T_P_EXAM_ROUND_LIST,MOVE_TO,NUMBER,Y,,,
IIQE_T_P_EXAM_ROUND_LIST,MOVE_APPROVE_REASON,VARCHAR2,Y,,,
IIQE_T_RECEIPT,ID,NUMBER,N,,,Possible FK
IIQE_T_RECEIPT,P_EXAM_REQ_ID,NUMBER,Y,,,Possible FK
IIQE_T_RECEIPT,C_EXAM_REQ_ID,NUMBER,Y,,,Possible FK
IIQE_T_RECEIPT,CODE,VARCHAR2,Y,,,
IIQE_T_RECEIPT,RECEIPT_DATE,DATE,Y,,,
IIQE_T_RECEIPT,DUE_DATE,DATE,Y,,,
IIQE_T_RECEIPT,REF_NO_1,VARCHAR2,Y,,,
IIQE_T_RECEIPT,REF_NO_2,VARCHAR2,Y,,,
IIQE_T_RECEIPT,REF_CODE,VARCHAR2,Y,,,
IIQE_T_RECEIPT,QTY,NUMBER,Y,,,
IIQE_T_RECEIPT,UNIT_PRICE,NUMBER,Y,,,
IIQE_T_RECEIPT,TOTAL_AMOUNT,NUMBER,Y,,,
IIQE_T_RECEIPT,PAYMENT_DETAIL,VARCHAR2,Y,,,
IIQE_T_RECEIPT,RECEIVED_BY,VARCHAR2,Y,,,
IIQE_T_RECEIPT,QR_CODE,VARCHAR2,Y,,,
IIQE_T_RECEIPT,STATUS,NUMBER,Y,,,
IIQE_T_RECEIPT,TRANFER_DATE,TIMESTAMP(6),Y,,,
IIQE_T_RECEIPT,TRANFER_STATUS,NUMBER,Y,,,
IIQE_T_RECEIPT,REMARK,VARCHAR2,Y,,,
IIQE_T_RECEIPT,CREATE_BY,VARCHAR2,Y,,,
IIQE_T_RECEIPT,CREATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_RECEIPT,UPDATE_BY,VARCHAR2,Y,,,
IIQE_T_RECEIPT,UPDATE_DATE,TIMESTAMP(6),Y,,,
IIQE_T_RECEIPT,C_EXAM_REQ_ROUND_ID,NUMBER,Y,,,Possible FK
IIQE_T_RECEIPT,DOWNLOAD_ATTACHMENT_ID,NUMBER,Y,,,Possible FK
IIQE_T_RECEIPT,G_EXAM_REQ_ID,NUMBER,Y,,,Possible FK
IIQE_T_RECEIPT,G_EXAM_REQ_ROUND_ID,NUMBER,Y,,,Possible FK
IIQE_T_RECEIPT,LICENSE_TYPE_ID,NUMBER,Y,,,Possible FK
IIQE_T_RECEIPT,C_EXAM_REQ_LICENSE_TYPE_ID,NUMBER,Y,,,Possible FK
IIQE_T_RECEIPT,URL_PATH,VARCHAR2,Y,,,
IIQE_T_RECEIPT,CANCEL_REASON,VARCHAR2,Y,,,
IIQE_T_RECEIPT,REQ_TYPE,NUMBER,Y,,,
IIQE_T_RECEIPT,ERP_REF,VARCHAR2,Y,,,
IIQE_T_RECEIPT,ERP_RESULT,VARCHAR2,Y,,,
IIQE_T_RECEIPT,ERP_UPDATED_USER,VARCHAR2,N,,,
IIQE_T_RECEIPT,PERSONAL_MEMBER_ID,NUMBER,Y,,,Possible FK
IIQE_T_RECEIPT_QUEUE,ID,NUMBER,N,,,Possible FK
IIQE_T_RECEIPT_QUEUE,STATUS,VARCHAR2,Y,"N = อยู่ในคิว , P = เสร็จแล้ว",,
IIQE_USERS_QUEUE,ID,NUMBER,N,,PK,Possible FK
IIQE_USERS_QUEUE,STATUS,VARCHAR2,Y,"UP = สำเสร็จ, UN = กำลังอยู่ในคิว",,
LOG_OTP,ID,VARCHAR2,N,,PK,Possible FK
LOG_OTP,USER_ID,VARCHAR2,Y,,,Possible FK
LOG_OTP,OTP,CHAR,Y,,,
LOG_OTP,ENTER_COUNT,NUMBER,Y,,,
LOG_OTP,CREATED_AT,TIMESTAMP(6),Y,,,
LOG_T_ALERT_LOG,ID,NUMBER,N,,PK,Possible FK
LOG_T_ALERT_LOG,ALERT_SETTING_ID,NUMBER,Y,,,Possible FK
LOG_T_ALERT_LOG,ALERT_DATE,TIMESTAMP(6),Y,,,
LOG_T_ALERT_LOG_DT,ID,NUMBER,N,,PK,Possible FK
LOG_T_ALERT_LOG_DT,ALERT_LOG_ID,NUMBER,Y,,,Possible FK
LOG_T_ALERT_LOG_DT,ALERT_TYPE_ID,NUMBER,Y,,,Possible FK
LOG_T_ALERT_LOG_DT,USER_ID,VARCHAR2,Y,,,Possible FK
LOG_T_BILLPAYMENT,ID,NUMBER,N,,,Possible FK
LOG_T_BILLPAYMENT,REQ_ID,NUMBER,Y,เลขคำขอ,,Possible FK
LOG_T_BILLPAYMENT,REF_1,VARCHAR2,Y,เลขอ้างอิง 1,,
LOG_T_BILLPAYMENT,REF_2,VARCHAR2,Y,เลขอ้างอิง 2,,
LOG_T_BILLPAYMENT,EXAM_TYPE,VARCHAR2,Y,ประเภทการสอบ,,
LOG_T_BILLPAYMENT,SEND_TIME,TIMESTAMP(6),Y,เวลาที่ส่ง API,,
LOG_T_BILLPAYMENT,DATA_JSON_REQ,CLOB,Y,ข้อมูลที่ส่งไป,,
LOG_T_BILLPAYMENT,DATA_JSON_RES,CLOB,Y,ข้อมูลที่ตอบกลับมา,,
LOG_T_BILLPAYMENT,RESPONSE_MESSAGE,VARCHAR2,Y,ข้อความตอบกลับ,,
LOG_T_BILLPAYMENT,STATUS,VARCHAR2,Y,สถานะ,,
LOG_T_BILLPAYMENT,CREATE_DATE,TIMESTAMP(6),Y,เวลาสร้าง,,
LOG_T_BILLPAYMENT,UPDATE_DATE,TIMESTAMP(6),Y,เวลาอัปเดต,,
LOG_T_BILLPAYMENT,ACTION_TYPE,NUMBER,Y,"1 = Create BillPayment, 2 = Create Customer",,
LOG_T_BILLPAYMENT,SEQ_NO,NUMBER,Y,ลำดับในการส่ง,,
LOG_T_BILLPAYMENT,ROUND_NO,NUMBER,Y,ครั้งที่กด,,
LOG_T_BLOCKLIST_LOG,ID,NUMBER,N,,,Possible FK
LOG_T_BLOCKLIST_LOG,TYPE,NUMBER,Y,"1 = บุคคลธรรมดา, 2 = นิติบุคคล",,
LOG_T_BLOCKLIST_LOG,PERSONAL_MEMBER_ID,NUMBER,Y,,,Possible FK
LOG_T_BLOCKLIST_LOG,CORP_MEMBER_ID,NUMBER,Y,,,Possible FK
LOG_T_BLOCKLIST_LOG,BLOCKLIST_DATE,TIMESTAMP(6),Y,,,
LOG_T_BLOCKLIST_LOG,IS_CANCEL_STATUS,NUMBER,Y,"1 = ยกเลิกการติด Blocklist",,
LOG_T_BLOCKLIST_LOG,CREATE_BY,VARCHAR2,Y,,,
LOG_T_BLOCKLIST_LOG,CREATE_DATE,TIMESTAMP(6),Y,,,
LOG_T_BLOCKLIST_LOG,UPDATE_BY,VARCHAR2,Y,,,
LOG_T_BLOCKLIST_LOG,UPDATE_DATE,TIMESTAMP(6),Y,,,
LOG_T_C_ROUND_MOVE_HISTORY,ID,NUMBER,N,,,Possible FK
LOG_T_C_ROUND_MOVE_HISTORY,CORP_MEMBER_ID,NUMBER,Y,,,Possible FK
LOG_T_C_ROUND_MOVE_HISTORY,PERSONAL_MEMBER_ID,NUMBER,Y,,,Possible FK
LOG_T_C_ROUND_MOVE_HISTORY,ORIGIN_ROUND_ID,NUMBER,Y,,,Possible FK
LOG_T_C_ROUND_MOVE_HISTORY,DESTINATION_ROUND_ID,NUMBER,Y,,,Possible FK
LOG_T_C_ROUND_MOVE_HISTORY,CREATE_BY,VARCHAR2,Y,,,
LOG_T_C_ROUND_MOVE_HISTORY,CREATE_DATE,TIMESTAMP(6),Y,,,
LOG_T_C_ROUND_MOVE_HISTORY,UPDATE_BY,VARCHAR2,Y,,,
LOG_T_C_ROUND_MOVE_HISTORY,UPDATE_DATE,TIMESTAMP(6),Y,,,
LOG_T_C_ROUND_MOVE_HISTORY,C_EXAM_REQ_ID,NUMBER,Y,,,Possible FK
LOG_T_C_ROUND_MOVE_HISTORY,EXAM_DATE,DATE,Y,,,
LOG_T_C_ROUND_MOVE_HISTORY,EXAM_TIME_ID,NUMBER,Y,,,Possible FK
LOG_T_C_ROUND_MOVE_HISTORY,EXAM_LOCATION_ID,NUMBER,Y,,,Possible FK
LOG_T_DATA_MGT_HISTORY,ID,NUMBER,N,,,Possible FK
LOG_T_DATA_MGT_HISTORY,IP_ADDRESS,VARCHAR2,Y,,,
LOG_T_DATA_MGT_HISTORY,USER_ID,VARCHAR2,Y,,,Possible FK
LOG_T_DATA_MGT_HISTORY,MENU_TYPE,NUMBER,Y,"1 = FrontEnd, 2 =  BackEnd",,
LOG_T_DATA_MGT_HISTORY,TABLE_NAME,VARCHAR2,Y,,,
LOG_T_DATA_MGT_HISTORY,MENU_ID,NUMBER,Y,,,Possible FK
LOG_T_DATA_MGT_HISTORY,ITEM_ID,NUMBER,Y,,,Possible FK
LOG_T_DATA_MGT_HISTORY,ACTION,NUMBER,Y,"1 = Insert, 2 = Update, 3 = Delete ",,
LOG_T_DATA_MGT_HISTORY,ACTION_DATE,TIMESTAMP(6),Y,,,
LOG_T_EXAMINER_HISTORY,ID,NUMBER,N,,,Possible FK
LOG_T_EXAMINER_HISTORY,EXAMINER_ID,NUMBER,Y,,,Possible FK
LOG_T_EXAMINER_HISTORY,EXAM_PERSONAL_ROUND_ID,NUMBER,Y,,,Possible FK
LOG_T_EXAMINER_HISTORY,EXAM_CORP_ROUND_ID,NUMBER,Y,,,Possible FK
LOG_T_EXAMINER_HISTORY,EXAM_ROOM_ID,NUMBER,Y,,,Possible FK
LOG_T_EXAMINER_HISTORY,CREATE_BY,VARCHAR2,Y,,,
LOG_T_EXAMINER_HISTORY,CREATE_DATE,TIMESTAMP(6),Y,,,
LOG_T_EXAMINER_HISTORY,UPDATE_BY,VARCHAR2,Y,,,
LOG_T_EXAMINER_HISTORY,UPDATE_DATE,TIMESTAMP(6),Y,,,
LOG_T_EXAM_ROUND_STATUS,ID,NUMBER,Y,,,Possible FK
LOG_T_EXAM_ROUND_STATUS,P_EXAM_ROUND_ID,NUMBER,Y,,,Possible FK
LOG_T_EXAM_ROUND_STATUS,C_EXAM_REQ_ROUND_ID,NUMBER,Y,,,Possible FK
LOG_T_EXAM_ROUND_STATUS,STATUS,NUMBER,Y,"1= จัดที่นั่งสอบแล้ว, 2 = จัดผู้คุมสอบแล้ว, 3= ส่งไประบบ EXAM แล้ว, 4= รับผลสอบจากระบบ EXAM แล้ว, 5= User Import ผลสอบ, 6= พิจารณาผลสอบแล้ว, 7= ส่งข้อมูลเข้าระบบ AG แล้ว",,
LOG_T_EXAM_ROUND_STATUS,STATUS_DATE,TIMESTAMP(6),Y,,,
LOG_T_EXAM_ROUND_STATUS,G_EXAM_REQ_ROUND_ID,NUMBER,Y,,,Possible FK
LOG_T_INSERT_MAIN_EXAMINER,ID,NUMBER,N,,,Possible FK
LOG_T_INSERT_MAIN_EXAMINER,EXAMINER_ID,NUMBER,Y,,,Possible FK
LOG_T_INSERT_MAIN_EXAMINER,IS_INSERT,NUMBER,Y,,,
LOG_T_INSERT_MAIN_EXAMINER,P_EXAM_ROUND_ID,NUMBER,Y,,,Possible FK
LOG_T_INSERT_MAIN_EXAMINER,C_EXAM_ROUND_ID,NUMBER,Y,,,Possible FK
LOG_T_INSERT_MAIN_EXAMINER,G_EXAM_ROUND_ID,NUMBER,Y,,,Possible FK
LOG_T_LOGIN_HISTORY_LOG,ID,NUMBER,N,,,Possible FK
LOG_T_LOGIN_HISTORY_LOG,IP_ADDRESS,VARCHAR2,Y,,,
LOG_T_LOGIN_HISTORY_LOG,USER_ID,VARCHAR2,Y,,,Possible FK
LOG_T_LOGIN_HISTORY_LOG,ACTION,NUMBER,Y,,,
LOG_T_LOGIN_HISTORY_LOG,ACTION_DATEIME,TIMESTAMP(6),Y,,,
LOG_T_LOGIN_HISTORY_LOG,IS_ACCEPT_TERMS,NUMBER,Y,,,
LOG_T_LOGIN_HISTORY_LOG,LOGIN_ERROR_STATUS,NUMBER,Y,"1 = pass,  2 = fail ",,
LOG_T_MEMBER_CHANGE_DATA,ID,NUMBER,N,,,Possible FK
LOG_T_MEMBER_CHANGE_DATA,PERSONAL_MEMBER_ID,NUMBER,Y,,,Possible FK
